"1925-02";5.8
"1925-03";5.2
"1925-04";7.9
"1925-05";12.3
"1925-06";15.7
"1925-07";17.4
"1925-08";16.0
"1925-09";12.1
"1925-10";11.0
"1925-11";4.5
"1925-12";3.2
"1926-01";4.5
"1926-02";7.4
"1926-03";6.9
"1926-04";9.7
"1926-05";10.8
"1926-06";14.1
"1926-07";17.2
"1926-08";16.9
"1926-09";15.3
"1926-10";8.5
"1926-11";6.8
"1926-12";4.1
"1927-01";4.8
"1927-02";4.1
"1927-03";8.0
"1927-04";8.8
"1927-05";12.2
"1927-06";13.4
"1927-07";16.1
"1927-08";16.1
"1927-09";13.0
"1927-10";10.9
"1927-11";6.5
"1927-12";2.1
"1928-01";5.6
"1928-02";6.2
"1928-03";7.0
"1928-04";8.8
"1928-05";11.4
"1928-06";13.8
"1928-07";17.8
"1928-08";16.0
"1928-09";13.5
"1928-10";10.8
"1928-11";8.0
"1928-12";3.5
"1929-01";1.3
"1929-02";0.2
"1929-03";6.4
"1929-04";7.1
"1929-05";11.7
"1929-06";13.9
"1929-07";17.0
"1929-08";16.4
"1929-09";16.9
"1929-10";10.2
"1929-11";7.1
"1929-12";6.3
"1930-01";6.2
"1930-02";2.9
"1930-03";5.8
"1930-04";8.7
"1930-05";11.3
"1930-06";16.0
"1930-07";15.9
"1930-08";16.6
"1930-09";14.2
"1930-10";11.0
"1930-11";6.5
"1930-12";4.4
"1931-01";3.7
"1931-02";4.3
"1931-03";4.7
"1931-04";8.2
"1931-05";11.9
"1931-06";15.2
"1931-07";15.9
"1931-08";15.1
"1931-09";12.0
"1931-10";9.3
"1931-11";8.0
"1931-12";5.3
"1932-01";6.4
"1932-02";2.7
"1932-03";5.0
"1932-04";7.5
"1932-05";11.1
"1932-06";14.3
"1932-07";16.6
"1932-08";18.2
"1932-09";13.7
"1932-10";9.5
"1932-11";6.8
"1932-12";5.9
"1933-01";2.3
"1933-02";4.6
"1933-03";8.1
"1933-04";9.5
"1933-05";12.9
"1933-06";16.0
"1933-07";18.7
"1933-08";18.6
"1933-09";15.7
"1933-10";10.3
"1933-11";5.8
"1933-12";1.4
"1934-01";4.0
"1934-02";3.5
"1934-03";5.4
"1934-04";8.6
"1934-05";12.2
"1934-06";15.8
"1934-07";19.1
"1934-08";16.2
"1934-09";15.4
"1934-10";11.1
"1934-11";6.6
"1934-12";8.2
"1935-01";4.9
"1935-02";6.1
"1935-03";6.9
"1935-04";8.5
"1935-05";10.3
"1935-06";15.6
"1935-07";18.3
"1935-08";17.7
"1935-09";14.5
"1935-10";10.0
"1935-11";7.3
"1935-12";3.2
"1936-01";4.4
"1936-02";3.0
"1936-03";7.5
"1936-04";6.8
"1936-05";11.9
"1936-06";15.3
"1936-07";15.8
"1936-08";17.0
"1936-09";15.0
"1936-10";9.5
"1936-11";5.6
"1936-12";5.4
"1937-01";5.4
"1937-02";6.5
"1937-03";4.2
"1937-04";9.7
"1937-05";12.8
"1937-06";15.0
"1937-07";16.9
"1937-08";18.0
"1937-09";14.2
"1937-10";11.0
"1937-11";5.1
"1937-12";3.3
"1938-01";6.1
"1938-02";5.1
"1938-03";9.9
"1938-04";7.8
"1938-05";11.2
"1938-06";15.5
"1938-07";16.4
"1938-08";17.2
"1938-09";14.5
"1938-10";10.9
"1938-11";9.9
"1938-12";4.4
"1939-01";4.8
"1939-02";6.1
"1939-03";6.2
"1939-04";9.5
"1939-05";11.8
"1939-06";14.6
"1939-07";15.9
"1939-08";17.0
"1939-09";15.0
"1939-10";8.9
"1939-11";9.4
"1939-12";3.1
"1940-01";?1.3
"1940-02";2.9
"1940-03";6.7
"1940-04";9.4
"1940-05";13.2
"1940-06";16.9
"1940-07";15.8
"1940-08";16.6
"1940-09";13.9
"1940-10";10.0
"1940-11";7.3
"1940-12";3.7
"1941-01";0.9
"1941-02";4.3
"1941-03";5.4
"1941-04";7.2
"1941-05";9.6
"1941-06";15.9
"1941-07";18.3
"1941-08";15.3
"1941-09";14.7
"1941-10";10.5
"1941-11";7.1
"1941-12";5.5
"1942-01";0.7
"1942-02";0.1
"1942-03";5.6
"1942-04";9.7
"1942-05";11.8
"1942-06";15.5
"1942-07";16.3
"1942-08";17.3
"1942-09";14.3
"1942-10";10.9
"1942-11";5.2
"1942-12";7.0
"1943-01";5.6
"1943-02";6.1
"1943-03";7.0
"1943-04";11.6
"1943-05";12.9
"1943-06";15.2
"1943-07";17.4
"1943-08";17.1
"1943-09";14.0
"1943-10";10.9
"1943-11";6.4
"1943-12";3.5
"1944-01";6.1
"1944-02";3.6
"1944-03";5.7
"1944-04";11.0
"1944-05";12.4
"1944-06";14.3
"1944-07";17.3
"1944-08";18.1
"1944-09";13.2
"1944-10";9.9
"1944-11";6.7
"1944-12";3.4
"1945-01";0.6
"1945-02";7.8
"1945-03";8.5
"1945-04";10.9
"1945-05";13.1
"1945-06";15.2
"1945-07";17.4
"1945-08";16.5
"1945-09";15.0
"1945-10";12.3
"1945-11";7.2
"1945-12";5.3
"1946-01";3.0
"1946-02";6.7
"1946-03";5.5
"1946-04";10.5
"1946-05";11.0
"1946-06";13.8
"1946-07";17.5
"1946-08";15.7
"1946-09";14.7
"1946-10";10.4
"1946-11";8.4
"1946-12";3.0
"1947-01";2.1
"1947-02";?2.3
"1947-03";4.5
"1947-04";9.5
"1947-05";14.1
"1947-06";16.4
"1947-07";18.1
"1947-08";19.4
"1947-09";15.9
"1947-10";10.7
"1947-11";7.7
"1947-12";5.5
"1948-01";6.1
"1948-02";5.0
"1948-03";8.8
"1948-04";9.6
"1948-05";12.0
"1948-06";14.2
"1948-07";16.6
"1948-08";16.0
"1948-09";14.9
"1948-10";10.3
"1948-11";7.4
"1948-12";6.2
"1949-01";5.8
"1949-02";5.9
"1949-03";5.3
"1949-04";10.8
"1949-05";11.7
"1949-06";15.9
"1949-07";18.7
"1949-08";17.8
"1949-09";17.3
"1949-10";12.4
"1949-11";6.7
"1949-12";6.2
"1950-01";4.2
"1950-02";6.1
"1950-03";7.9
"1950-04";8.3
"1950-05";11.6
"1950-06";16.9
"1950-07";16.6
"1950-08";16.5
"1950-09";13.6
"1950-10";10.0
"1950-11";6.1
"1950-12";1.4
"1951-01";4.5
"1951-02";4.1
"1951-03";4.8
"1951-04";7.5
"1951-05";10.5
"1951-06";14.6
"1951-07";17.2
"1951-08";15.8
"1951-09";14.8
"1951-10";9.4
"1951-11";8.9
"1951-12";6.0
"1952-01";3.2
"1952-02";3.6
"1952-03";7.2
"1952-04";10.3
"1952-05";14.3
"1952-06";15.5
"1952-07";17.9
"1952-08";16.9
"1952-09";11.4
"1952-10";9.2
"1952-11";4.2
"1952-12";2.7
"1953-01";3.1
"1953-02";4.2
"1953-03";5.6
"1953-04";8.0
"1953-05";13.1
"1953-06";14.6
"1953-07";16.0
"1953-08";17.0
"1953-09";14.3
"1953-10";10.2
"1953-11";8.6
"1953-12";7.2
"1954-01";2.9
"1954-02";3.3
"1954-03";6.5
"1954-04";7.8
"1954-05";11.5
"1954-06";14.1
"1954-07";15.0
"1954-08";15.3
"1954-09";13.5
"1954-10";12.5
"1954-11";7.4
"1954-12";7.0
"1955-01";2.9
"1955-02";1.7
"1955-03";3.5
"1955-04";10.1
"1955-05";10.3
"1955-06";14.7
"1955-07";18.1
"1955-08";18.9
"1955-09";14.7
"1955-10";9.6
"1955-11";7.0
"1955-12";5.8
"1956-01";3.8
"1956-02";?0.5
"1956-03";6.5
"1956-04";7.4
"1956-05";12.6
"1956-06";13.7
"1956-07";16.7
"1956-08";14.5
"1956-09";14.8
"1956-10";9.7
"1956-11";6.0
"1956-12";5.8
"1957-01";5.8
"1957-02";6.1
"1957-03";9.8
"1957-04";9.3
"1957-05";10.8
"1957-06";16.1
"1957-07";17.4
"1957-08";16.2
"1957-09";13.3
"1957-10";11.5
"1957-11";6.3
"1957-12";4.5
"1958-01";3.8
"1958-02";5.6
"1958-03";4.3
"1958-04";7.9
"1958-05";12.2
"1958-06";14.9
"1958-07";16.6
"1958-08";16.5
"1958-09";15.5
"1958-10";11.2
"1958-11";6.7
"1958-12";5.0
"1959-01";2.1
"1959-02";4.2
"1959-03";7.7
"1959-04";10.2
"1959-05";13.0
"1959-06";16.0
"1959-07";18.4
"1959-08";18.1
"1959-09";15.6
"1959-10";12.6
"1959-11";7.1
"1959-12";6.3
"1960-01";4.1
"1960-02";4.7
"1960-03";6.8
"1960-04";9.4
"1960-05";13.3
"1960-06";16.8
"1960-07";15.7
"1960-08";15.7
"1960-09";13.8
"1960-10";10.9
"1960-11";7.8
"1960-12";4.4
"1961-01";4.2
"1961-02";7.6
"1961-03";8.6
"1961-04";10.7
"1961-05";11.7
"1961-06";15.5
"1961-07";16.5
"1961-08";16.6
"1961-09";15.9
"1961-10";11.2
"1961-11";6.2
"1961-12";2.5
"1962-01";4.6
"1962-02";4.5
"1962-03";3.3
"1962-04";8.3
"1962-05";10.9
"1962-06";14.6
"1962-07";16.0
"1962-08";15.5
"1962-09";13.3
"1962-10";10.8
"1962-11";5.6
"1962-12";1.3
"1963-01";?3.0
"1963-02";?0.7
"1963-03";6.4
"1963-04";9.4
"1963-05";11.2
"1963-06";15.5
"1963-07";15.9
"1963-08";14.9
"1963-09";13.6
"1963-10";11.6
"1963-11";8.8
"1963-12";2.4
"1964-01";3.5
"1964-02";4.9
"1964-03";4.6
"1964-04";9.1
"1964-05";13.9
"1964-06";14.6
"1964-07";17.3
"1964-08";16.7
"1964-09";15.1
"1964-10";9.2
"1964-11";7.7
"1964-12";3.9
"1965-01";3.8
"1965-02";3.4
"1965-03";5.9
"1965-04";8.9
"1965-05";12.3
"1965-06";15.0
"1965-07";14.8
"1965-08";15.6
"1965-09";13.0
"1965-10";11.1
"1965-11";5.1
"1965-12";5.3
"1966-01";2.9
"1966-02";6.8
"1966-03";6.9
"1966-04";8.1
"1966-05";11.7
"1966-06";16.1
"1966-07";15.7
"1966-08";15.5
"1966-09";14.4
"1966-10";11.0
"1966-11";5.6
"1966-12";6.1
"1967-01";4.9
"1967-02";5.9
"1967-03";7.7
"1967-04";8.4
"1967-05";11.5
"1967-06";14.7
"1967-07";17.9
"1967-08";16.5
"1967-09";14.3
"1967-10";11.5
"1967-11";5.9
"1967-12";4.5
"1968-01";4.6
"1968-02";1.9
"1968-03";7.2
"1968-04";8.7
"1968-05";10.5
"1968-06";15.6
"1968-07";15.9
"1968-08";15.9
"1968-09";14.6
"1968-10";13.2
"1968-11";6.7
"1968-12";3.1
"1969-01";6.1
"1969-02";1.6
"1969-03";4.2
"1969-04";8.4
"1969-05";12.3
"1969-06";14.7
"1969-07";18.1
"1969-08";17.2
"1969-09";14.3
"1969-10";13.3
"1969-11";6.1
"1969-12";3.6
"1970-01";4.2
"1970-02";3.6
"1970-03";4.1
"1970-04";7.5
"1970-05";13.8
"1970-06";17.0
"1970-07";16.2
"1970-08";16.6
"1970-09";15.3
"1970-10";11.2
"1970-11";8.5
"1970-12";4.2
"1971-01";4.8
"1971-02";4.7
"1971-03";5.5
"1971-04";8.1
"1971-05";12.3
"1971-06";13.0
"1971-07";18.1
"1971-08";16.5
"1971-09";14.7
"1971-10";11.6
"1971-11";6.4
"1971-12";6.6
"1972-01";4.2
"1972-02";4.8
"1972-03";7.3
"1972-04";8.8
"1972-05";11.2
"1972-06";12.7
"1972-07";16.4
"1972-08";16.2
"1972-09";12.4
"1972-10";11.1
"1972-11";6.7
"1972-12";6.1
"1973-01";4.5
"1973-02";4.5
"1973-03";6.6
"1973-04";8.1
"1973-05";12.2
"1973-06";15.9
"1973-07";16.5
"1973-08";17.7
"1973-09";15.3
"1973-10";9.2
"1973-11";6.5
"1973-12";5.3
"1974-01";6.4
"1974-02";5.9
"1974-03";5.8
"1974-04";8.4
"1974-05";11.5
"1974-06";14.6
"1974-07";16.1
"1974-08";16.0
"1974-09";12.8
"1974-10";8.0
"1974-11";7.5
"1974-12";8.2
"1975-01";7.2
"1975-02";4.8
"1975-03";5.1
"1975-04";9.1
"1975-05";10.3
"1975-06";15.5
"1975-07";18.6
"1975-08";19.6
"1975-09";14.3
"1975-10";10.3
"1975-11";6.2
"1975-12";4.6
"1976-01";5.9
"1976-02";4.9
"1976-03";5.3
"1976-04";8.5
"1976-05";13.1
"1976-06";18.5
"1976-07";19.6
"1976-08";17.9
"1976-09";14.3
"1976-10";11.2
"1976-11";6.3
"1976-12";2.1
"1977-01";3.0
"1977-02";6.1
"1977-03";7.4
"1977-04";7.7
"1977-05";10.9
"1977-06";12.6
"1977-07";16.5
"1977-08";15.9
"1977-09";14.0
"1977-10";11.9
"1977-11";6.7
"1977-12";6.4
"1978-01";3.3
"1978-02";2.6
"1978-03";6.7
"1978-04";6.4
"1978-05";11.7
"1978-06";14.2
"1978-07";15.5
"1978-08";15.4
"1978-09";14.5
"1978-10";11.9
"1978-11";8.5
"1978-12";4.2
"1979-01";?0.1
"1979-02";1.2
"1979-03";4.9
"1979-04";8.2
"1979-05";10.7
"1979-06";14.7
"1979-07";17.5
"1979-08";15.6
"1979-09";13.2
"1979-10";11.5
"1979-11";7.0
"1979-12";6.3
"1980-01";2.3
"1980-02";6.1
"1980-03";4.7
"1980-04";8.9
"1980-05";11.1
"1980-06";14.7
"1980-07";15.1
"1980-08";16.6
"1980-09";15.3
"1980-10";9.2
"1980-11";6.6
"1980-12";3.5
